,x,y
0,-91.5242135603731,7180.354904892278
1,31.420590718161293,-485.846719592408
2,3.909535447263849,-338.55310063060716
3,14.23531138898646,-1354.4020199912536
4,-88.55454913005663,8564.139083156537
5,58.0097737162194,3308.067588842654
6,33.67967936493807,418.9753076321945
7,-2.6510877319346946,-74.52963815534781
8,30.454234740148507,424.6015950853438
9,90.42451419718572,7539.344871721138
10,60.96057517000398,2999.197229496921
11,-7.697940184630966,-27.613632701526384
12,-72.48095901489219,3530.091422726573
13,12.996507872689492,-858.9619200312757
14,-79.29827436101664,5384.219638443226
15,8.344019259227096,-118.6157954304153
16,-73.51257931141866,4734.129460485992
17,27.59259462713159,-331.17490023616574
18,44.807283400465906,309.9473267102733
19,1.1127983155122507,-660.7414448383802
20,-95.43942513920733,8320.745082798167
21,-23.593280580367676,1752.1801535901313
22,-75.09651617110384,5793.206740026954
23,29.53089351928918,-731.1228264135993
24,-1.2711274148730922,1485.8146603163973
25,22.259620915799843,303.794988127247
26,-2.4506499608319814,-1277.6984687259596
27,-81.68087055763473,5546.409082278112
28,-72.03757821017582,4996.120631552472
29,88.40052486694424,7185.33147988646
30,72.37899048067817,5394.142667122581
31,-6.674575687885337,260.98444247739934
32,-44.51707142714605,3127.0220275423135
33,-18.80060868421873,-280.24442660950297
34,79.09322580103137,6959.911089803569
35,-15.576281370294453,-1567.2222983220595
36,96.19742318591881,8340.124957491087
37,-35.145159884155944,1625.1589476094396
38,73.6876628678036,5344.868975505207
39,60.08638982604813,3151.0190577345065
40,33.40859219936675,0.5029512441922179
41,-66.51162058339442,4385.604169872343
42,-40.56302728583392,2027.4286523759058
43,-8.195957089199112,-1431.6273824981893
44,-2.009352694765738,1154.2899869382088
45,-16.88302502600277,2194.0255947499822
46,-35.21692546414046,2841.130246588673
47,-64.55450018329446,3959.4446661192605
48,16.180681768923662,1794.5876695181046
49,-94.33454159795198,10697.24297871383
50,15.364741940789003,-1052.276238920604
51,-92.60268282262949,10089.04968863545
52,42.18719858499992,1449.26365366402
53,-31.61083015981967,337.7672310712587
54,26.44124775788208,-373.4503333401094
55,-5.246091830610624,-936.7074092672862
56,-15.701977560255997,-164.67904167563182
57,-95.01828196918403,7843.372967871037
58,-26.660926794833742,-565.4100769350582
59,14.839157807813393,897.7322284781571
60,18.263782520850654,598.8799190921613
61,73.84695482866627,4108.895134863543
62,67.27436785913133,3520.958865121402
63,35.40023460662812,1254.9366867293186
64,78.80320450927326,7103.527588433541
65,-18.88985670060306,1891.3777194065876
66,-33.72496775381879,800.4265873680426
67,-90.50504053844801,7995.896702059526
68,-20.247584591177898,1548.242032181112
69,-62.63137468262823,4855.079560681559
70,92.94159282325413,10564.815295463522
71,50.6694316093064,2437.637765748098
72,21.395283750059917,442.2317304743863
73,5.476001080348453,1528.1799433920542
74,-65.2597014360179,2452.5651706571807
75,89.1877711667197,9560.163554953484
76,-56.48577669923982,1208.621970775047
77,52.24376913294034,3428.9954575188203
78,-73.6884413811612,6270.111980274523
79,-72.18562814944238,5804.487863287963
80,19.293411672671752,698.8677306300665
81,-42.6084433106809,872.6156063022995
82,-95.28333451250278,8426.41301468594
83,-53.47661665133616,2786.126563712618
84,89.79061417799926,9351.630740238565
85,50.20151733434048,1898.5159374982957
86,20.110102703107913,636.9917444542771
87,85.41542400405561,6405.434935243063
88,-46.004266074020705,728.4801590052357
89,-92.17134129579816,7768.923304977533
90,70.70017572248784,5917.96833276307
91,30.569972280040815,972.0525671068123
92,85.6993287954416,5725.578436856261
93,-7.770589360191991,331.0166444271709
94,-48.28196422483062,3648.0100102468573
95,24.29456916161992,1236.0177246735634
96,-4.232354557798246,1182.2431515127496
97,-0.19306678854469794,374.04735890409376
98,-33.67082092075471,2899.7080927322727
99,25.062259140243142,910.7633071820738
